职业代码,职业名称,职业说明,职业任务
4-14-01-01,社会生产服务和生活服务人员,从事医院相关的各项服务工作，涉及病案资料整理、妇幼保健、药品调配、膳食配送等多项任务。,"['使用计算机或手工整理、保存、提取病案资料', '进行围产期、产褥期妇女及0~3岁婴幼儿日常保健及护理', '在医院药房中，调剂、制剂、调配、保管西药药品', '在医院药房中，进行中药制剂操作、中药调配、保管、养护等', '预订、配送膳食，清洗、消毒餐具', '登记、统计、收取检验标本，发送检验报告单，洗刷、消毒和保管检验器具', '对急性病症、意外事故、创伤和突发公共卫生事件中的伤病员施行现场初步紧急救护', '使用污水、污泥净化设备、工具和消毒剂，对医院污水、污泥进行监测、消毒，达到无害化标准']"
4-14-01-02,医疗护理员,对需要照顾的人群从事生活护理，并在护士的指导下进行部分基础护理工作的人员。,"['实施清洁、饮食、睡眠和排泄等生活照护', '进行患者病情观察、压疮预防和移动护理等临床照护', '进行冷热应用、标本采集和消毒隔离等基础护理', '实施心理安抚和功能锻炼']"
4-14-01-03,健康照护师,运用基本医学护理知识与技能，从事家庭、医院、社区及长期护理服务机构等场所照护对象的健康照护及生活照料服务的人员。,"['观察发现照护对象的常见健康问题及疾病(危急)症状，提出相应预防、康复及照护措施，或提出送医建议', '观察发现照护对象的常见心理问题，提供简单心理疏导及支持性照护措施', '照护老年人生活起居、清洁卫生、睡眠、日常活动，提供合理饮食及适宜活动，为临终老年人提供安宁疗护措施', '照护孕产妇生活起居，提供个性化营养、运动健康生活照护，辅助母乳喂养及产后康复', '照护婴幼儿生活起居与活动，提供喂养、排泄、洗浴、抚触、睡眠、生长发育促进及心理健康照护措施', '照护病患或生活不能自理人员生活起居、清洁卫生、日常活动，提供饮食及适宜活动指导', '提供照护对象家庭生活环境、营养膳食及健康指导']"
4-14-01-04,呼吸治疗师,使用呼吸机、肺功能仪、多导睡眠图仪、雾化装置等呼吸治疗设备，从事心肺和相关脏器功能的评估、诊治与康复。,[]
4-14-02,健康咨询服务人员,从事社会组织或个体专业性健康咨询服务工作的人员。,[]
4-14-02-01,营养师,"从事人群或个人膳食营养状况和食品营养测定和评价, 膳食指导和评估, 社区营养管理, 传播营养、平衡膳食与食品安全知识等社会公共健康服务的人员。","['运用膳食调查、人体体格测量、身体活动量测定、实验室检测等方法，进行特定人群或个体营养状况评价，并提供指导。', '运用食物摄入量调查、膳食营养素摄入量计算、膳食营养分析和评价等方法，进行人群或个人的膳食结构营养评价、管理和指导。', '测定营养素和食物需要量，编制和调整食谱，进行食物营养评价和食物选购指导。', '提供营养与食品安全知识咨询。', '收集营养与健康信息，建立和管理营养与健康档案，设计和实施营养和运动干预方案，进行社区健康教育和营养干预。']"
4-14-02-02,健康管理师,从事个体或群体健康状况监测、分析、评估，以及健康咨询指导和健康危险因素干预等工作的人员。,"['采集和管理个人或群体的健康信息。', '运用健康风险识别和风险分析等方法，评估个人或群体的健康危害和疾病发生的风险。', '对需求者进行个人或群体的健康咨询与指导。', '制订个体或群体的健康促进和非医疗性疾病管理计划。', '对个人或群体进行健康维护和非医疗性疾病管理。', '对个体或群体进行健康教育和适宜技术推广。', '进行健康管理技术的研究、开发与推广。']"
4-14-02-03,生殖健康咨询师,,[]
4-14-02-04,出生缺陷防控咨询师,,[]
4-14-02-05,老年人能力评估师,,[]
4-14-02-03,生殖健康咨询师,从事计划生育、优生优育等生殖健康教育、咨询、服务工作的人员。,"['进行人口基本国情、生育政策和国家基本公共卫生服务等的宣传咨询', '进行避孕方法知情选择、出生缺陷干预、不孕不育、母婴保健等性与生殖健康相关知识的咨询与宣传教育', '在城乡社区、家庭、学校和企事业单位，进行性健康和生殖系统疾病的咨询', '进行避孕节育手术咨询', '收集生殖健康相关信息，进行咨询、服务、干预的效果评估']"
4-14-02-04,出生缺陷防控咨询师,从事出生缺陷防控宣传、教育、咨询、指导，提供出生缺陷发生风险的循证信息、遗传咨询、防控管理服务及康复咨询工作的人员。,"['为咨询对象提供环境和遗传因素出生缺陷风险的循证咨询建议、医学检查和就医建议', '提供出生缺陷检测、治疗与康复、病患家庭的重点人群再生育等咨询', '提供出生缺陷临床表现和可能采取的干预措施及预后情况的咨询，并提供心理疏导', '提供病患家庭出生缺陷相关的防控、保障等社会资源信息', '进行出生缺陷防控社会宣传，普及出生缺陷防控相关知识']"
4-14-02-05,老年人能力评估师,为有需求的老年人提供自理能力、基础运动能力、精神状态、感知觉与社会参与能力测量与评估的人员。,"['采集、记录老年人的基本信息和健康状况', '评估老年人自理能力', '测量与评估老年人基础运动能力、精神状态、感知觉与社会参与能力', '依据测量与评估结果，确定老年人能力等级', '出具老年人能力综合评估报告', '为老年人能力恢复确定照料护理等级等提出建议']"
4-14-03-01,助听器验配师,运用康复辅助技术和知识，为残疾人、老年人、伤病人等功能障碍者提供辅助技术转介、评估、方案设计、应用指导等咨询服务。,[]
4-14-03-02,口腔修复体制作师,,[]
4-14-03-03,眼镜验光师,,[]
4-14-03-04,眼镜定配工,,[]
4-14-03-05,听觉口语师,,[]
4-14-03-06,康复辅助技术咨询师,,[]
4-14-03-07,康复治疗师,,[]
4-14-03-01,听力康复师,从事听力康复、听力评估及助听器调试和服务的人员。,"['评估经医师诊断确认临床治疗无效的听障者听功能，并建立档案', '解释听力检查结果，分析听障者听力障碍状况和需求', '向听障者及家属介绍助听器的种类、性能、使用环境和价位等', '根据听力障碍状况和听障者的具体需求，制订听力放大方案', '进行功能障碍者辅助技术产品保养维修、一般康复指导、随访等服务', '调试助听器，评估助听效果', '进行听力康复指导', '进行跟踪随访和评估']"
4-14-03-02,口腔修复体制作师,从事口腔修复体及口腔治疗装置制作工作的人员。,"['制作固定义齿模型和熔模', '铸造铸型', '铸造、焊接、切割固定义齿铸件', '打磨抛光固定义齿铸件并进行表面处理', '上瓷，烧结成型', '修整瓷体外形，上釉，进行仿真美学修复，协助临床医生比配色', '制作可摘局部义齿', '弯制钢丝卡环，铸造支架熔模', '制作可摘局部义齿蜡型或熔模并包埋、铸造、切割、打磨、就位', '排牙或雕牙', '进行塑料聚合成型', '打磨抛光可摘义齿', '修理义齿', '制作颌面缺损赝复体、种植义齿和附着体', '制作正畸矫治器、保持器']"
4-14-03-03,眼镜验光师,使用验光仪器及辅助设备，检查视力、眼睛屈光状态及融像机能，开具眼镜验光处方并指导近视防控和视觉康复训练的人员。,"['进行裸眼视力测定、瞳距测量、优势眼确定等验光前各项眼部基础检查', '检测原配眼镜的光学参数', '使用验光仪等仪器设备，测试眼的屈光定量、融像机能，并出具老视眼等的验光处方及低视力助视器的验配', '根据验光处方确定眼镜定配方案', '进行眼镜戴用校配和指导', '进行接触镜验配和护理指导', '进行儿童青少年特殊用镜的验配和指导', '进行双眼视觉功能异常评估并提供训练方案', '进行眼部健康与视觉质量的咨询与指导', '维护、保养、调校仪器和设备']"
4-14-03-04,眼镜定配工,操作光学加工设备，进行眼镜镜片磨边或割边、加工、装配、校配、检验的人员。,"['按照配镜加工单进行模版制作，进行镜片磨边或割边、加工、装配', '使用专用工具，进行眼镜改型，调校和修理眼镜，排除戴用不适', '进行镜片后顶焦度、柱镜轴位、光学中心距离和棱镜度及底向的测量、计算']"
4-14-03-05,听觉口语师,在康复、医疗或教育机构中，从事听障群体听觉和口语康复、评估及训练，并为其家庭提供康复指导服务的人员。,"['使用标准化测量工具或非标准化评估方法，进行听障群体的听觉、语言能力与水平评价及心理测评。', '制订和调整个性化康复训练计划。', '运用听觉口语法等技术，对听障群体实施听觉、语言、发音、认知和沟通等康复训练。', '指导和培训家庭成员掌握日常听能管理和家庭康复知识与技能。', '使用助听设备保养及监听工具，监控助听设备工作状况。', '维护并保管康复服务的档案资料。', '为听障群体所在普通教育机构人员提供技术支持。']"
